,index,Turn,DieRoll,PositionStart,PostionEnd,Game
997,1,2,1,2,3,31
998,2,3,1,3,14,31
999,3,4,4,14,18,31
1000,4,5,1,18,19,31
1001,5,6,4,19,23,31
1002,6,7,2,23,25,31
1003,7,8,6,25,31,31
1004,8,9,2,31,33,31
1005,9,10,5,33,38,31
1006,10,11,6,38,44,31
1007,11,12,3,44,26,31
1008,12,13,5,26,31,31
1009,13,14,2,31,33,31
1010,14,15,5,33,38,31
1011,15,16,5,38,43,31
1012,16,17,3,43,46,31
1013,17,18,1,46,26,31
1014,18,19,5,26,31,31
1015,19,20,5,31,44,31
1016,20,21,5,44,11,31
1017,21,22,6,11,17,31
1018,22,23,4,17,42,31
1019,23,24,1,42,43,31
1020,24,25,3,43,46,31
1021,25,26,3,46,11,31
1022,26,27,5,11,6,31
1023,27,28,6,6,12,31
1024,28,29,6,12,18,31
1025,29,30,2,18,20,31
1026,30,31,1,20,42,31
1027,31,32,1,42,43,31
1028,32,33,1,43,44,31
1029,33,34,1,44,45,31
1030,34,35,6,45,67,31
1031,35,36,5,67,72,31
1032,36,37,5,72,77,31
1033,37,38,1,77,78,31
1034,38,39,4,78,82,31
1035,39,40,3,82,85,31
1036,40,41,5,85,90,31
1037,41,42,2,90,92,31
1038,42,43,6,92,78,31
1039,43,44,4,78,82,31
1040,44,45,5,82,87,31
1041,45,46,1,87,88,31
1042,46,47,6,88,94,31
1043,47,48,4,94,78,31
1044,48,49,4,78,82,31
1045,49,50,2,82,84,31
1046,50,51,4,84,88,31
1047,51,52,2,88,90,31
1048,52,53,6,90,96,31
1049,53,54,6,96,96,31
1050,54,55,5,96,96,31
1051,55,56,5,96,96,31
1052,56,57,5,96,96,31
1053,57,58,2,96,78,31
1054,58,59,1,78,79,31
1055,59,60,2,79,81,31
1056,60,61,4,81,85,31
1057,61,62,6,85,91,31
1058,62,63,1,91,92,31
1059,63,64,2,92,94,31
1060,64,65,6,94,100,31
1061,0,1,6,1,7,32
1062,1,2,6,7,13,32
1063,2,3,6,13,19,32
1064,3,4,3,19,22,32
1065,4,5,4,22,26,32
1066,5,6,2,26,84,32
1067,6,7,4,84,88,32
1068,7,8,3,88,91,32
1069,8,9,6,91,97,32
1070,9,10,4,97,97,32
1071,10,11,3,97,100,32
1072,0,1,5,1,6,33
1073,1,2,2,6,8,33
1074,2,3,5,8,13,33
1075,3,4,5,13,18,33
1076,4,5,1,18,19,33
1077,5,6,1,19,20,33
1078,6,7,1,20,42,33
1079,7,8,2,42,44,33
1080,8,9,5,44,11,33
1081,9,10,1,11,12,33
1082,10,11,3,12,15,33
1083,11,12,6,15,42,33
1084,12,13,5,42,26,33
1085,13,14,6,26,32,33
1086,14,15,2,32,34,33
1087,15,16,1,34,35,33
1088,16,17,6,35,41,33
1089,17,18,2,41,43,33
1090,18,19,3,43,46,33
1091,19,20,3,46,11,33
1092,20,21,3,11,14,33
1093,21,22,3,14,17,33
1094,22,23,3,17,20,33
1095,23,24,5,20,25,33
1096,24,25,3,25,84,33
1097,25,26,6,84,90,33
1098,26,27,4,90,94,33
1099,27,28,3,94,97,33
1100,28,29,2,97,99,33
1101,29,30,5,99,99,33
1102,30,31,3,99,99,33
1103,31,32,3,99,99,33
1104,32,33,2,99,99,33
1105,33,34,4,99,99,33
1106,34,35,6,99,99,33
1107,35,36,6,99,99,33
1108,36,37,3,99,99,33
1109,37,38,3,99,99,33
1110,38,39,2,99,99,33
1111,39,40,5,99,99,33
1112,40,41,2,99,99,33
1113,41,42,1,99,100,33
1114,0,1,1,1,2,34
1115,1,2,1,2,3,34
1116,2,3,2,3,5,34
1117,3,4,2,5,7,34
1118,4,5,1,7,8,34
1119,5,6,2,8,10,34
1120,6,7,3,10,13,34
1121,7,8,3,13,6,34
1122,8,9,1,6,7,34
1123,9,10,3,7,10,34
1124,10,11,1,10,11,34
1125,11,12,2,11,13,34
1126,12,13,5,13,18,34
1127,13,14,4,18,22,34
1128,14,15,5,22,27,34
1129,15,16,1,27,84,34
1130,16,17,2,84,86,34
1131,17,18,1,86,87,34
1132,18,19,4,87,91,34
1133,19,20,5,91,96,34
1134,20,21,6,96,96,34
1135,21,22,4,96,100,34
1136,0,1,2,1,3,35
1137,1,2,5,3,8,35
1138,2,3,2,8,10,35
1139,3,4,4,10,14,35
1140,4,5,2,14,6,35
1141,5,6,6,6,12,35
1142,6,7,2,12,14,35
1143,7,8,1,14,15,35
1144,8,9,1,15,6,35
1145,9,10,6,6,12,35
1146,10,11,1,12,13,35
1147,11,12,3,13,6,35
1148,12,13,2,6,8,35
1149,13,14,4,8,12,35
1150,14,15,6,12,18,35
1151,15,16,1,18,19,35
1152,16,17,5,19,24,35
1153,17,18,2,24,26,35
1154,18,19,1,26,27,35
1155,19,20,3,27,30,35
1156,20,21,2,30,32,35
1157,21,22,6,32,38,35
1158,22,23,1,38,39,35
1159,23,24,6,39,45,35
1160,24,25,1,45,46,35
1161,25,26,1,46,26,35
1162,26,27,3,26,29,35
1163,27,28,4,29,33,35
1164,28,29,6,33,39,35
1165,29,30,3,39,42,35
1166,30,31,5,42,26,35
1167,31,32,6,26,32,35
1168,32,33,6,32,38,35
1169,33,34,5,38,43,35
1170,34,35,1,43,44,35
1171,35,36,4,44,48,35
1172,36,37,3,48,67,35
1173,37,38,5,67,72,35
1174,38,39,6,72,78,35
1175,39,40,3,78,81,35
1176,40,41,5,81,86,35
1177,41,42,3,86,89,35
1178,42,43,6,89,75,35
1179,43,44,2,75,77,35
1180,44,45,4,77,81,35
1181,45,46,1,81,82,35
1182,46,47,1,82,83,35
1183,47,48,4,83,87,35
1184,48,49,5,87,92,35
1185,49,50,4,92,96,35
1186,50,51,3,96,99,35
1187,51,52,6,99,99,35
1188,52,53,1,99,100,35
1189,0,1,1,1,2,36
1190,1,2,1,2,3,36
1191,2,3,5,3,8,36
1192,3,4,3,8,11,36
1193,4,5,5,11,6,36
1194,5,6,4,6,10,36
1195,6,7,4,10,14,36
1196,7,8,6,14,20,36
1197,8,9,3,20,23,36
1198,9,10,1,23,24,36
1199,10,11,3,24,27,36
1200,11,12,4,27,31,36
1201,12,13,4,31,35,36
1202,13,14,1,35,44,36
1203,14,15,3,44,26,36
1204,15,16,5,26,31,36
1205,16,17,3,31,34,36
1206,17,18,4,34,38,36
1207,18,19,5,38,43,36
1208,19,20,3,43,46,36
1209,20,21,4,46,50,36
1210,21,22,1,50,67,36
1211,22,23,6,67,73,36
1212,23,24,3,73,76,36
1213,24,25,4,76,100,36
1214,0,1,1,1,2,37
1215,1,2,1,2,3,37
1216,2,3,1,3,14,37
1217,3,4,1,14,15,37
1218,4,5,6,15,42,37
1219,5,6,1,42,43,37
1220,6,7,4,43,26,37
1221,7,8,1,26,27,37
1222,8,9,2,27,29,37
1223,9,10,6,29,35,37
1224,10,11,6,35,41,37
1225,11,12,5,41,46,37
1226,12,13,1,46,26,37
1227,13,14,6,26,32,37
1228,14,15,3,32,35,37
1229,15,16,4,35,39,37
1230,16,17,4,39,43,37
1231,17,18,1,43,44,37
1232,18,19,6,44,50,37
1233,19,20,1,50,67,37
1234,20,21,6,67,73,37
1235,21,22,5,73,78,37
1236,22,23,2,78,100,37
1237,0,1,4,1,5,38
1238,1,2,1,5,6,38
1239,2,3,5,6,11,38
1240,3,4,4,11,15,38
1241,4,5,1,15,6,38
1242,5,6,1,6,7,38
1243,6,7,6,7,13,38
1244,7,8,5,13,18,38
1245,8,9,2,18,20,38
1246,9,10,2,20,22,38
1247,10,11,4,22,26,38
1248,11,12,2,26,84,38
1249,12,13,4,84,88,38
1250,13,14,2,88,90,38
1251,14,15,1,90,91,38
1252,15,16,6,91,97,38
1253,16,17,5,97,97,38
1254,17,18,4,97,97,38
1255,18,19,5,97,97,38
1256,19,20,6,97,97,38
1257,20,21,5,97,97,38
1258,21,22,5,97,97,38
1259,22,23,5,97,97,38
1260,23,24,2,97,99,38
1261,24,25,4,99,99,38
1262,25,26,3,99,99,38
1263,26,27,6,99,99,38
1264,27,28,2,99,99,38
1265,28,29,4,99,99,38
1266,29,30,5,99,99,38
1267,30,31,3,99,99,38
1268,31,32,5,99,99,38
1269,32,33,6,99,99,38
1270,33,34,6,99,99,38
1271,34,35,3,99,99,38
1272,35,36,6,99,99,38
1273,36,37,6,99,99,38
1274,37,38,6,99,99,38
1275,38,39,2,99,99,38
1276,39,40,6,99,99,38
1277,40,41,1,99,100,38
1278,0,1,6,1,7,39
1279,1,2,3,7,10,39
1280,2,3,1,10,11,39
1281,3,4,3,11,14,39
1282,4,5,2,14,6,39
1283,5,6,5,6,11,39
1284,6,7,5,11,6,39
1285,7,8,2,6,8,39
1286,8,9,4,8,12,39
1287,9,10,2,12,14,39
1288,10,11,2,14,6,39
1289,11,12,1,6,7,39
1290,12,13,4,7,11,39
1291,13,14,5,11,6,39
1292,14,15,4,6,10,39
1293,15,16,1,10,11,39
1294,16,17,2,11,13,39
1295,17,18,1,13,14,39
1296,18,19,1,14,15,39
1297,19,20,5,15,20,39
1298,20,21,3,20,23,39
1299,21,22,6,23,29,39
1300,22,23,1,29,30,39
1301,23,24,5,30,35,39
1302,24,25,4,35,39,39
1303,25,26,3,39,42,39
1304,26,27,3,42,45,39
1305,27,28,1,45,46,39
1306,28,29,5,46,67,39
1307,29,30,1,67,68,39
1308,30,31,6,68,74,39
1309,31,32,1,74,75,39
1310,32,33,3,75,78,39
1311,33,34,5,78,83,39
1312,34,35,5,83,88,39
1313,35,36,1,88,89,39
1314,36,37,3,89,92,39
1315,37,38,5,92,97,39
1316,38,39,5,97,97,39
1317,39,40,2,97,99,39
1318,40,41,5,99,99,39
1319,41,42,6,99,99,39
1320,42,43,1,99,100,39
1321,0,1,3,1,14,40
1322,1,2,2,14,6,40
1323,2,3,1,6,7,40
1324,3,4,1,7,8,40
1325,4,5,6,8,14,40
1326,5,6,5,14,19,40
1327,6,7,4,19,23,40
1328,7,8,3,23,26,40
1329,8,9,6,26,32,40
1330,9,10,1,32,33,40
1331,10,11,2,33,35,40
1332,11,12,3,35,38,40
1333,12,13,6,38,44,40
1334,13,14,6,44,50,40
1335,14,15,4,50,54,40
1336,15,16,2,54,53,40
1337,16,17,5,53,58,40
1338,17,18,4,58,19,40
1339,18,19,2,19,42,40
1340,19,20,6,42,48,40
1341,20,21,4,48,52,40
1342,21,22,3,52,55,40
1343,22,23,4,55,59,40
1344,23,24,2,59,61,40
1345,24,25,2,61,63,40
1346,25,26,3,63,66,40
1347,26,27,1,66,67,40
1348,27,28,2,67,69,40
1349,28,29,6,69,75,40
1350,29,30,3,75,78,40
1351,30,31,5,78,83,40
1352,31,32,4,83,87,40
1353,32,33,3,87,90,40
1354,33,34,6,90,96,40
1355,34,35,1,96,97,40
1356,35,36,2,97,99,40
1357,36,37,2,99,99,40
1358,37,38,5,99,99,40
1359,38,39,2,99,99,40
1360,39,40,2,99,99,40
1361,40,41,5,99,99,40
1362,41,42,4,99,99,40
1363,42,43,4,99,99,40
1364,43,44,4,99,99,40
1365,44,45,1,99,100,40
1366,0,1,6,1,7,41
1367,1,2,5,7,12,41
1368,2,3,5,12,17,41
1369,3,4,2,17,19,41
1370,4,5,4,19,23,41
1371,5,6,3,23,26,41
1372,6,7,4,26,30,41
1373,7,8,5,30,35,41
1374,8,9,1,35,44,41
1375,9,10,3,44,26,41
1376,10,11,1,26,27,41
1377,11,12,2,27,29,41
1378,12,13,2,29,31,41
1379,13,14,6,31,37,41
1380,14,15,2,37,39,41
1381,15,16,1,39,40,41
1382,16,17,4,40,44,41
1383,17,18,2,44,46,41
1384,18,19,6,46,52,41
1385,19,20,5,52,57,41
1386,20,21,4,57,61,41
1387,21,22,2,61,63,41
1388,22,23,6,63,69,41
1389,23,24,6,69,75,41
1390,24,25,2,75,77,41
1391,25,26,1,77,78,41
1392,26,27,1,78,79,41
1393,27,28,3,79,82,41
1394,28,29,4,82,86,41
1395,29,30,1,86,87,41
1396,30,31,5,87,92,41
1397,31,32,6,92,78,41
1398,32,33,4,78,82,41
1399,33,34,4,82,86,41
1400,34,35,5,86,91,41
1401,35,36,4,91,75,41
1402,36,37,1,75,76,41
1403,37,38,5,76,81,41
1404,38,39,2,81,83,41
1405,39,40,4,83,87,41
1406,40,41,4,87,91,41
1407,41,42,2,91,73,41
1408,42,43,5,73,78,41
1409,43,44,5,78,83,41
1410,44,45,4,83,87,41
1411,45,46,1,87,88,41
1412,46,47,6,88,94,41
1413,47,48,2,94,96,41
1414,48,49,5,96,96,41
1415,49,50,2,96,78,41
1416,50,51,2,78,100,41
1417,0,1,3,1,14,42
1418,1,2,5,14,19,42
1419,2,3,6,19,25,42
1420,3,4,2,25,27,42
1421,4,5,4,27,31,42
1422,5,6,4,31,35,42
1423,6,7,1,35,44,42
1424,7,8,1,44,45,42
1425,8,9,4,45,11,42
1426,9,10,5,11,6,42
1427,10,11,2,6,8,42
1428,11,12,5,8,13,42
1429,12,13,6,13,19,42
1430,13,14,2,19,42,42
1431,14,15,2,42,44,42
1432,15,16,3,44,26,42
1433,16,17,3,26,29,42
1434,17,18,4,29,33,42
1435,18,19,1,33,34,42
1436,19,20,1,34,35,42
1437,20,21,1,35,44,42
1438,21,22,2,44,46,42
1439,22,23,4,46,50,42
1440,23,24,4,50,54,42
1441,24,25,4,54,58,42
1442,25,26,2,58,60,42
1443,26,27,4,60,60,42
1444,27,28,3,60,63,42
1445,28,29,3,63,66,42
1446,29,30,1,66,67,42
1447,30,31,4,67,91,42
1448,31,32,3,91,94,42
1449,32,33,6,94,100,42
1450,0,1,2,1,3,43
1451,1,2,2,3,5,43
1452,2,3,6,5,11,43
1453,3,4,5,11,6,43
1454,4,5,4,6,10,43
1455,5,6,3,10,13,43
1456,6,7,6,13,19,43
1457,7,8,6,19,25,43
1458,8,9,5,25,30,43
1459,9,10,5,30,35,43
1460,10,11,4,35,39,43
1461,11,12,6,39,45,43
1462,12,13,2,45,26,43
1463,13,14,3,26,29,43
1464,14,15,5,29,34,43
1465,15,16,4,34,38,43
1466,16,17,5,38,43,43
1467,17,18,4,43,26,43
1468,18,19,1,26,27,43
1469,19,20,2,27,29,43
1470,20,21,2,29,31,43
1471,21,22,2,31,33,43
1472,22,23,2,33,35,43
1473,23,24,1,35,44,43
1474,24,25,5,44,11,43
1475,25,26,3,11,14,43
1476,26,27,6,14,20,43
1477,27,28,4,20,24,43
1478,28,29,6,24,30,43
1479,29,30,2,30,32,43
1480,30,31,2,32,34,43
1481,31,32,6,34,40,43
1482,32,33,3,40,43,43
1483,33,34,3,43,46,43
1484,34,35,3,46,11,43
1485,35,36,2,11,13,43
1486,36,37,2,13,15,43
1487,37,38,5,15,20,43
1488,38,39,5,20,25,43
1489,39,40,5,25,30,43
1490,40,41,6,30,44,43
1491,41,42,2,44,46,43
1492,42,43,4,46,50,43
1493,43,44,3,50,53,43
1494,44,45,4,53,57,43
1495,45,46,3,57,60,43
1496,46,47,3,60,63,43
1497,47,48,3,63,66,43
1498,48,49,5,66,91,43
1499,49,50,5,91,96,43
1500,50,51,6,96,96,43
1501,51,52,5,96,96,43
1502,52,53,3,96,99,43
1503,53,54,5,99,99,43
1504,54,55,5,99,99,43
1505,55,56,1,99,100,43
1506,0,1,6,1,7,44
1507,1,2,6,7,13,44
1508,2,3,4,13,17,44
1509,3,4,4,17,42,44
1510,4,5,5,42,26,44
1511,5,6,3,26,29,44
1512,6,7,3,29,32,44
1513,7,8,5,32,37,44
1514,8,9,6,37,43,44
1515,9,10,6,43,11,44
1516,10,11,4,11,15,44
1517,11,12,1,15,6,44
1518,12,13,3,6,31,44
1519,13,14,2,31,33,44
1520,14,15,6,33,39,44
1521,15,16,5,39,44,44
1522,16,17,1,44,45,44
1523,17,18,4,45,11,44
1524,18,19,5,11,6,44
1525,19,20,6,6,12,44
1526,20,21,6,12,18,44
1527,21,22,3,18,42,44
1528,22,23,1,42,43,44
1529,23,24,3,43,46,44
1530,24,25,3,46,11,44
1531,25,26,2,11,13,44
1532,26,27,4,13,17,44
1533,27,28,5,17,22,44
1534,28,29,2,22,24,44
1535,29,30,1,24,25,44
1536,30,31,6,25,31,44
1537,31,32,4,31,35,44
1538,32,33,5,35,40,44
1539,33,34,4,40,44,44
1540,34,35,3,44,26,44
1541,35,36,1,26,27,44
1542,36,37,3,27,30,44
1543,37,38,5,30,35,44
1544,38,39,2,35,37,44
1545,39,40,2,37,39,44
1546,40,41,4,39,43,44
1547,41,42,4,43,26,44
1548,42,43,6,26,32,44
1549,43,44,4,32,44,44
1550,44,45,2,44,46,44
1551,45,46,5,46,67,44
1552,46,47,1,67,68,44
1553,47,48,3,68,91,44
1554,48,49,4,91,75,44
1555,49,50,5,75,100,44
1556,0,1,3,1,14,45
1557,1,2,2,14,6,45
1558,2,3,1,6,7,45
1559,3,4,5,7,12,45
1560,4,5,1,12,13,45
1561,5,6,6,13,19,45
1562,6,7,5,19,24,45
1563,7,8,3,24,27,45
1564,8,9,1,27,84,45
1565,9,10,5,84,89,45
1566,10,11,2,89,91,45
1567,11,12,3,91,94,45
1568,12,13,4,94,78,45
1569,13,14,3,78,81,45
1570,14,15,1,81,82,45
1571,15,16,4,82,86,45
1572,16,17,6,86,92,45
1573,17,18,1,92,73,45
1574,18,19,5,73,78,45
1575,19,20,4,78,82,45
1576,20,21,6,82,88,45
1577,21,22,5,88,73,45
1578,22,23,6,73,79,45
1579,23,24,5,79,84,45
1580,24,25,1,84,85,45
1581,25,26,4,85,89,45
1582,26,27,3,89,92,45
1583,27,28,3,92,75,45
1584,28,29,4,75,79,45
1585,29,30,5,79,84,45
1586,30,31,1,84,85,45
1587,31,32,2,85,87,45
1588,32,33,6,87,73,45
1589,33,34,5,73,78,45
1590,34,35,1,78,79,45
1591,35,36,5,79,84,45
1592,36,37,2,84,86,45
1593,37,38,6,86,92,45
1594,38,39,1,92,73,45
1595,39,40,1,73,74,45
1596,40,41,5,74,79,45
1597,41,42,5,79,84,45
1598,42,43,6,84,90,45
1599,43,44,1,90,91,45
1600,44,45,4,91,75,45
1601,45,46,6,75,81,45
1602,46,47,3,81,84,45
1603,47,48,4,84,88,45
1604,48,49,4,88,92,45
1605,49,50,5,92,97,45
1606,50,51,1,97,78,45
1607,51,52,5,78,83,45
1608,52,53,5,83,88,45
1609,53,54,1,88,89,45
1610,54,55,3,89,92,45
1611,55,56,1,92,73,45
1612,56,57,6,73,79,45
1613,57,58,1,79,100,45
1614,0,1,4,1,5,46
1615,1,2,2,5,7,46
1616,2,3,4,7,11,46
1617,3,4,5,11,6,46
1618,4,5,1,6,7,46
1619,5,6,5,7,12,46
1620,6,7,3,12,15,46
1621,7,8,1,15,6,46
1622,8,9,6,6,12,46
1623,9,10,5,12,17,46
1624,10,11,6,17,23,46
1625,11,12,2,23,25,46
1626,12,13,2,25,27,46
1627,13,14,6,27,33,46
1628,14,15,4,33,37,46
1629,15,16,3,37,40,46
1630,16,17,6,40,46,46
1631,17,18,3,46,11,46
1632,18,19,4,11,15,46
1633,19,20,3,15,18,46
1634,20,21,2,18,20,46
1635,21,22,4,20,24,46
1636,22,23,4,24,84,46
1637,23,24,5,84,89,46
1638,24,25,3,89,92,46
1639,25,26,1,92,73,46
1640,26,27,5,73,78,46
1641,27,28,2,78,100,46
1642,0,1,6,1,7,47
1643,1,2,5,7,12,47
1644,2,3,5,12,17,47
1645,3,4,1,17,18,47
1646,4,5,6,18,24,47
1647,5,6,1,24,25,47
1648,6,7,5,25,30,47
1649,7,8,6,30,44,47
1650,8,9,4,44,48,47
1651,9,10,5,48,53,47
1652,10,11,5,53,58,47
1653,11,12,3,58,61,47
1654,12,13,6,61,67,47
1655,13,14,5,67,72,47
1656,14,15,4,72,76,47
1657,15,16,5,76,81,47
1658,16,17,1,81,82,47
1659,17,18,1,82,83,47
1660,18,19,3,83,86,47
1661,19,20,2,86,88,47
1662,20,21,5,88,73,47
1663,21,22,6,73,79,47
1664,22,23,2,79,81,47
1665,23,24,1,81,82,47
1666,24,25,4,82,86,47
1667,25,26,1,86,87,47
1668,26,27,6,87,73,47
1669,27,28,4,73,77,47
1670,28,29,2,77,79,47
1671,29,30,3,79,82,47
1672,30,31,2,82,84,47
1673,31,32,4,84,88,47
1674,32,33,2,88,90,47
1675,33,34,3,90,73,47
1676,34,35,2,73,75,47
1677,35,36,3,75,78,47
1678,36,37,4,78,82,47
1679,37,38,2,82,84,47
1680,38,39,2,84,86,47
1681,39,40,5,86,91,47
1682,40,41,6,91,97,47
1683,41,42,3,97,100,47
1684,0,1,2,1,3,48
1685,1,2,5,3,8,48
1686,2,3,3,8,11,48
1687,3,4,1,11,12,48
1688,4,5,2,12,14,48
1689,5,6,4,14,18,48
1690,6,7,2,18,20,48
1691,7,8,4,20,24,48
1692,8,9,5,24,29,48
1693,9,10,5,29,34,48
1694,10,11,5,34,39,48
1695,11,12,5,39,44,48
1696,12,13,3,44,26,48
1697,13,14,4,26,30,48
1698,14,15,3,30,33,48
1699,15,16,5,33,38,48
1700,16,17,2,38,40,48
1701,17,18,2,40,42,48
1702,18,19,1,42,43,48
1703,19,20,6,43,11,48
1704,20,21,3,11,14,48
1705,21,22,6,14,20,48
1706,22,23,4,20,24,48
1707,23,24,2,24,26,48
1708,24,25,6,26,32,48
1709,25,26,1,32,33,48
1710,26,27,4,33,37,48
1711,27,28,2,37,39,48
1712,28,29,6,39,45,48
1713,29,30,1,45,46,48
1714,30,31,2,46,48,48
1715,31,32,1,48,11,48
1716,32,33,5,11,6,48
1717,33,34,1,6,7,48
1718,34,35,1,7,8,48
1719,35,36,5,8,13,48
1720,36,37,6,13,19,48
1721,37,38,1,19,20,48
1722,38,39,1,20,42,48
1723,39,40,1,42,43,48
1724,40,41,6,43,11,48
1725,41,42,2,11,13,48
1726,42,43,2,13,15,48
1727,43,44,4,15,19,48
1728,44,45,6,19,25,48
1729,45,46,4,25,29,48
1730,46,47,4,29,33,48
1731,47,48,1,33,34,48
1732,48,49,5,34,39,48
1733,49,50,4,39,43,48
1734,50,51,4,43,26,48
1735,51,52,6,26,32,48
1736,52,53,2,32,34,48
1737,53,54,3,34,37,48
1738,54,55,2,37,39,48
1739,55,56,4,39,43,48
1740,56,57,4,43,26,48
1741,57,58,1,26,27,48
1742,58,59,3,27,30,48
1743,59,60,1,30,31,48
1744,60,61,5,31,44,48
1745,61,62,4,44,48,48
1746,62,63,6,48,54,48
1747,63,64,1,54,55,48
1748,64,65,2,55,57,48
1749,65,66,1,57,58,48
1750,66,67,5,58,63,48
1751,67,68,1,63,60,48
1752,68,69,6,60,66,48
1753,69,70,3,66,69,48
1754,70,71,6,69,75,48
1755,71,72,1,75,76,48
1756,72,73,4,76,100,48
1757,0,1,3,1,14,49
1758,1,2,2,14,6,49
1759,2,3,2,6,8,49
1760,3,4,4,8,12,49
1761,4,5,2,12,14,49
1762,5,6,6,14,20,49
1763,6,7,3,20,23,49
1764,7,8,6,23,29,49
1765,8,9,3,29,32,49
1766,9,10,2,32,34,49
1767,10,11,2,34,44,49
1768,11,12,3,44,26,49
1769,12,13,1,26,27,49
1770,13,14,2,27,29,49
1771,14,15,2,29,31,49
1772,15,16,2,31,33,49
1773,16,17,5,33,38,49
1774,17,18,3,38,41,49
1775,18,19,3,41,44,49
1776,19,20,5,44,11,49
1777,20,21,2,11,13,49
1778,21,22,6,13,19,49
1779,22,23,3,19,22,49
1780,23,24,2,22,24,49
1781,24,25,2,24,26,49
1782,25,26,4,26,30,49
1783,26,27,6,30,44,49
1784,27,28,2,44,46,49
1785,28,29,2,46,48,49
1786,29,30,1,48,11,49
1787,30,31,6,11,17,49
1788,31,32,3,17,20,49
1789,32,33,5,20,25,49
1790,33,34,3,25,84,49
1791,34,35,6,84,90,49
1792,35,36,5,90,75,49
1793,36,37,1,75,76,49
1794,37,38,2,76,78,49
1795,38,39,6,78,84,49
1796,39,40,6,84,90,49
1797,40,41,4,90,94,49
1798,41,42,3,94,97,49
1799,42,43,2,97,99,49
1800,43,44,1,99,100,49
1801,0,1,2,1,3,50
1802,1,2,4,3,7,50
1803,2,3,4,7,11,50
1804,3,4,2,11,13,50
1805,4,5,3,13,6,50
1806,5,6,3,6,31,50
1807,6,7,3,31,34,50
1808,7,8,1,34,35,50
1809,8,9,6,35,41,50
1810,9,10,1,41,42,50
1811,10,11,3,42,45,50
1812,11,12,2,45,26,50
1813,12,13,3,26,29,50
1814,13,14,1,29,30,50
1815,14,15,3,30,33,50
1816,15,16,5,33,38,50
1817,16,17,5,38,43,50
1818,17,18,6,43,11,50
1819,18,19,3,11,14,50
1820,19,20,3,14,17,50
1821,20,21,3,17,20,50
1822,21,22,1,20,42,50
1823,22,23,4,42,46,50
1824,23,24,3,46,11,50
1825,24,25,1,11,12,50
1826,25,26,3,12,15,50
1827,26,27,1,15,6,50
1828,27,28,2,6,8,50
1829,28,29,2,8,10,50
1830,29,30,2,10,12,50
1831,30,31,4,12,6,50
1832,31,32,2,6,8,50
1833,32,33,1,8,31,50
1834,33,34,6,31,37,50
1835,34,35,3,37,40,50
1836,35,36,1,40,41,50
1837,36,37,6,41,26,50
1838,37,38,1,26,27,50
1839,38,39,1,27,84,50
1840,39,40,6,84,90,50
1841,40,41,1,90,91,50
1842,41,42,2,91,73,50
1843,42,43,4,73,77,50
1844,43,44,3,77,100,50
1845,0,1,5,1,6,51
1846,1,2,6,6,12,51
1847,2,3,1,12,13,51
1848,3,4,4,13,17,51
1849,4,5,2,17,19,51
1850,5,6,5,19,24,51
1851,6,7,3,24,27,51
1852,7,8,3,27,30,51
1853,8,9,2,30,32,51
1854,9,10,4,32,44,51
1855,10,11,2,44,46,51
1856,11,12,5,46,67,51
1857,12,13,1,67,68,51
1858,13,14,4,68,72,51
1859,14,15,2,72,74,51
1860,15,16,4,74,78,51
1861,16,17,2,78,100,51
1862,0,1,3,1,14,52
1863,1,2,4,14,18,52
1864,2,3,3,18,42,52
1865,3,4,5,42,26,52
1866,4,5,6,26,32,52
1867,5,6,6,32,38,52
1868,6,7,5,38,43,52
1869,7,8,2,43,45,52
1870,8,9,2,45,26,52
1871,9,10,4,26,30,52
1872,10,11,1,30,31,52
1873,11,12,5,31,44,52
1874,12,13,6,44,50,52
1875,13,14,6,50,53,52
1876,14,15,1,53,54,52
1877,15,16,2,54,53,52
1878,16,17,1,53,54,52
1879,17,18,6,54,60,52
1880,18,19,2,60,19,52
1881,19,20,3,19,22,52
1882,20,21,3,22,25,52
1883,21,22,5,25,30,52
1884,22,23,2,30,32,52
1885,23,24,2,32,34,52
1886,24,25,6,34,40,52
1887,25,26,1,40,41,52
1888,26,27,3,41,44,52
1889,27,28,5,44,11,52
1890,28,29,6,11,17,52
1891,29,30,3,17,20,52
1892,30,31,4,20,24,52
1893,31,32,6,24,30,52
1894,32,33,4,30,34,52
1895,33,34,6,34,40,52
1896,34,35,1,40,41,52
1897,35,36,3,41,44,52
1898,36,37,4,44,48,52
1899,37,38,2,48,50,52
1900,38,39,3,50,53,52
1901,39,40,1,53,54,52
1902,40,41,6,54,60,52
1903,41,42,6,60,66,52
1904,42,43,5,66,91,52
1905,43,44,3,91,94,52
1906,44,45,6,94,100,52
1907,0,1,5,1,6,53
1908,1,2,6,6,12,53
1909,2,3,1,12,13,53
1910,3,4,4,13,17,53
1911,4,5,2,17,19,53
1912,5,6,5,19,24,53
1913,6,7,4,24,84,53
1914,7,8,5,84,89,53
1915,8,9,1,89,90,53
1916,9,10,2,90,92,53
1917,10,11,1,92,73,53
1918,11,12,6,73,79,53
1919,12,13,2,79,81,53
1920,13,14,1,81,82,53
1921,14,15,6,82,88,53
1922,15,16,6,88,94,53
1923,16,17,4,94,78,53
1924,17,18,3,78,81,53
1925,18,19,2,81,83,53
1926,19,20,1,83,84,53
1927,20,21,4,84,88,53
